Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,std,ND_vs_CD_ED_vs_MD,1.3032,0.2963676722336183,기각하지 못함 (차이 없음),0.3809,0.514,0.3078
AU02_r,std,ND_vs_CD_ED_vs_MD,0.9197,0.41436831124507284,기각하지 못함 (차이 없음),0.3457,0.3048,0.2386
AU04_r,std,ND_vs_CD_ED_vs_MD,0.3578,0.7037288837488178,기각하지 못함 (차이 없음),0.1858,0.236,0.2465
AU05_r,std,ND_vs_CD_ED_vs_MD,0.9098,0.42249232080220206,기각하지 못함 (차이 없음),0.1352,0.1671,0.1673
AU06_r,std,ND_vs_CD_ED_vs_MD,4.9238,0.01830476480355937,기각 (차이 있음),0.2165,0.3074,0.36
AU07_r,std,ND_vs_CD_ED_vs_MD,1.3303,0.2854379358732415,기각하지 못함 (차이 없음),0.2899,0.4003,0.3334
AU09_r,std,ND_vs_CD_ED_vs_MD,0.4771,0.6268430494716621,기각하지 못함 (차이 없음),0.1625,0.1938,0.1681
AU10_r,std,ND_vs_CD_ED_vs_MD,3.4913,0.04907337745229584,기각 (차이 있음),0.2641,0.3796,0.3786
AU12_r,std,ND_vs_CD_ED_vs_MD,15.6326,0.00021284448462801514,기각 (차이 있음),0.0933,0.3073,0.3632
AU14_r,std,ND_vs_CD_ED_vs_MD,0.4812,0.624729795567943,기각하지 못함 (차이 없음),0.3466,0.4108,0.3574
AU15_r,std,ND_vs_CD_ED_vs_MD,0.7895,0.46709447347729177,기각하지 못함 (차이 없음),0.2168,0.2372,0.1887
AU17_r,std,ND_vs_CD_ED_vs_MD,2.4745,0.1086621321269097,기각하지 못함 (차이 없음),0.2625,0.3243,0.327
AU20_r,std,ND_vs_CD_ED_vs_MD,1.3148,0.2898096625175423,기각하지 못함 (차이 없음),0.1828,0.1913,0.141
AU23_r,std,ND_vs_CD_ED_vs_MD,0.2695,0.7666792793044944,기각하지 못함 (차이 없음),0.2541,0.2968,0.2652
AU25_r,std,ND_vs_CD_ED_vs_MD,10.1788,0.0013532781195575423,기각 (차이 있음),0.3141,0.534,0.6185
AU26_r,std,ND_vs_CD_ED_vs_MD,4.8898,0.020301608240190876,기각 (차이 있음),0.3001,0.3996,0.4716
AU45_r,std,ND_vs_CD_ED_vs_MD,0.6451,0.5370136903142927,기각하지 못함 (차이 없음),0.3616,0.3919,0.4502
pose_Tx,std,ND_vs_CD_ED_vs_MD,2.4491,0.11302744584849243,기각하지 못함 (차이 없음),45164.4291,3.8264,6.2904
pose_Ty,std,ND_vs_CD_ED_vs_MD,0.4853,0.6219401700172338,기각하지 못함 (차이 없음),33873.9539,4.756,4.7425
pose_Tz,std,ND_vs_CD_ED_vs_MD,0.4856,0.6217869401102754,기각하지 못함 (차이 없음),70567.8612,3.8203,3.8048
pose_Rx,std,ND_vs_CD_ED_vs_MD,0.3716,0.6940327525089587,기각하지 못함 (차이 없음),0.0605,0.0518,0.0575
pose_Ry,std,ND_vs_CD_ED_vs_MD,0.451,0.6435911255136804,기각하지 못함 (차이 없음),0.0341,0.0285,0.037
pose_Rz,std,ND_vs_CD_ED_vs_MD,0.8524,0.4417198589342918,기각하지 못함 (차이 없음),0.0299,0.0277,0.0387
Speed,std,ND_vs_CD_ED_vs_MD,31.5584,5.04270650339841e-07,기각 (차이 있음),12.3366,4.0734,5.1146
Acceleration,std,ND_vs_CD_ED_vs_MD,0.3028,0.7423782763509528,기각하지 못함 (차이 없음),3.9591,3.4093,3.9042
Brake,std,ND_vs_CD_ED_vs_MD,5.3724,0.013597822918289279,기각 (차이 있음),49.0568,21.16,33.7964
Steering,std,ND_vs_CD_ED_vs_MD,0.8538,0.44609163934012813,기각하지 못함 (차이 없음),0.0244,0.0285,0.1107
LaneOffset,std,ND_vs_CD_ED_vs_MD,28.5356,2.0082270556152277e-06,기각 (차이 있음),0.2638,0.1554,0.2154
gaze_0_x,std,ND_vs_CD_ED_vs_MD,1.0363,0.37241988591346065,기각하지 못함 (차이 없음),0.0392,0.0369,0.0438
gaze_0_y,std,ND_vs_CD_ED_vs_MD,1.8615,0.1802926064725227,기각하지 못함 (차이 없음),0.0643,0.0532,0.0665
gaze_0_z,std,ND_vs_CD_ED_vs_MD,0.5662,0.5763196247398118,기각하지 못함 (차이 없음),0.0488,0.0348,0.0395
gaze_1_x,std,ND_vs_CD_ED_vs_MD,2.9965,0.07283229928153945,기각하지 못함 (차이 없음),0.0444,0.0369,0.0478
gaze_1_y,std,ND_vs_CD_ED_vs_MD,0.1274,0.8810228166507449,기각하지 못함 (차이 없음),0.0603,0.0616,0.0639
gaze_1_z,std,ND_vs_CD_ED_vs_MD,0.4404,0.6497301199565089,기각하지 못함 (차이 없음),0.0476,0.035,0.0401
gaze_angle_x,std,ND_vs_CD_ED_vs_MD,2.439,0.11113133962971558,기각하지 못함 (차이 없음),0.0339,0.0277,0.0366
gaze_angle_y,std,ND_vs_CD_ED_vs_MD,0.6169,0.5488467928703381,기각하지 못함 (차이 없음),0.0621,0.0565,0.0653
gaze_vel,std,ND_vs_CD_ED_vs_MD,0.3356,0.718902747658234,기각하지 못함 (차이 없음),34.0394,36.751,37.018
gaze_amp,std,ND_vs_CD_ED_vs_MD,0.3563,0.7047124474665037,기각하지 못함 (차이 없음),1.2519,1.3549,1.3594
gaze_acc,std,ND_vs_CD_ED_vs_MD,0.6434,0.5363880842677684,기각하지 못함 (차이 없음),1031.1095,1118.9544,1167.9517
