Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,std,ND_vs_CD_ED_vs_MD,1.5527,0.25091440544884,기각하지 못함 (차이 없음),0.2798,0.3692,0.5125
AU02_r,std,ND_vs_CD_ED_vs_MD,0.1697,0.845681997509845,기각하지 못함 (차이 없음),0.2428,0.2762,0.3026
AU04_r,std,ND_vs_CD_ED_vs_MD,1.6637,0.22142838829633701,기각하지 못함 (차이 없음),0.1722,0.1844,0.3357
AU05_r,std,ND_vs_CD_ED_vs_MD,1.7951,0.19796244367629778,기각하지 못함 (차이 없음),0.1571,0.1802,0.1158
AU06_r,std,ND_vs_CD_ED_vs_MD,4.4021,0.029042165490202266,기각 (차이 있음),0.2221,0.2693,0.3686
AU07_r,std,ND_vs_CD_ED_vs_MD,0.1155,0.8914836099422065,기각하지 못함 (차이 없음),0.3337,0.2993,0.331
AU09_r,std,ND_vs_CD_ED_vs_MD,0.3051,0.7404706942682262,기각하지 못함 (차이 없음),0.1797,0.1655,0.1494
AU10_r,std,ND_vs_CD_ED_vs_MD,1.507,0.2510662012731658,기각하지 못함 (차이 없음),0.2767,0.2868,0.3637
AU12_r,std,ND_vs_CD_ED_vs_MD,4.9269,0.025495668171677175,기각 (차이 있음),0.1119,0.2302,0.3054
AU14_r,std,ND_vs_CD_ED_vs_MD,1.2262,0.3161610793202255,기각하지 못함 (차이 없음),0.3203,0.3302,0.412
AU15_r,std,ND_vs_CD_ED_vs_MD,0.2106,0.8121952575587504,기각하지 못함 (차이 없음),0.1803,0.1994,0.1841
AU17_r,std,ND_vs_CD_ED_vs_MD,3.8328,0.039203695447628556,기각 (차이 있음),0.2832,0.2543,0.3455
AU20_r,std,ND_vs_CD_ED_vs_MD,1.2443,0.3094701431563034,기각하지 못함 (차이 없음),0.2021,0.1372,0.1576
AU23_r,std,ND_vs_CD_ED_vs_MD,0.7202,0.4986168042510067,기각하지 못함 (차이 없음),0.2786,0.2123,0.2244
AU25_r,std,ND_vs_CD_ED_vs_MD,6.6651,0.0072423800288046085,기각 (차이 있음),0.3307,0.417,0.5881
AU26_r,std,ND_vs_CD_ED_vs_MD,0.7005,0.5092441796322428,기각하지 못함 (차이 없음),0.3569,0.4303,0.4212
AU45_r,std,ND_vs_CD_ED_vs_MD,8.6165,0.003736273792577755,기각 (차이 있음),0.2893,0.4245,0.5877
pose_Tx,std,ND_vs_CD_ED_vs_MD,2.0669,0.1532615657847668,기각하지 못함 (차이 없음),31627.5684,4.9135,7.6336
pose_Ty,std,ND_vs_CD_ED_vs_MD,0.5415,0.590942582952024,기각하지 못함 (차이 없음),23721.9378,6.312,5.6149
pose_Tz,std,ND_vs_CD_ED_vs_MD,0.6843,0.5158518278474893,기각하지 못함 (차이 없음),49416.108,4.0221,4.5066
pose_Rx,std,ND_vs_CD_ED_vs_MD,1.2537,0.30741851435197903,기각하지 못함 (차이 없음),0.0662,0.0476,0.0559
pose_Ry,std,ND_vs_CD_ED_vs_MD,0.7307,0.49430257957818435,기각하지 못함 (차이 없음),0.0391,0.031,0.0357
pose_Rz,std,ND_vs_CD_ED_vs_MD,2.8887,0.08328023352539972,기각하지 못함 (차이 없음),0.0414,0.0269,0.0275
Speed,std,ND_vs_CD_ED_vs_MD,8.6151,0.0032021789925950656,기각 (차이 있음),12.8271,6.1389,6.3268
Acceleration,std,ND_vs_CD_ED_vs_MD,1.2615,0.3098802786741928,기각하지 못함 (차이 없음),3.7521,3.1939,4.7095
Brake,std,ND_vs_CD_ED_vs_MD,2.3566,0.12540667227290594,기각하지 못함 (차이 없음),51.3158,25.0165,42.4706
Steering,std,ND_vs_CD_ED_vs_MD,2.3374,0.13936755967168651,기각하지 못함 (차이 없음),0.0241,0.0435,0.132
LaneOffset,std,ND_vs_CD_ED_vs_MD,7.4327,0.00739704122927763,기각 (차이 있음),0.2593,0.1561,0.2332
gaze_0_x,std,ND_vs_CD_ED_vs_MD,1.0202,0.37930642173749834,기각하지 못함 (차이 없음),0.0439,0.039,0.0489
gaze_0_y,std,ND_vs_CD_ED_vs_MD,1.2493,0.31241368659021906,기각하지 못함 (차이 없음),0.0538,0.0549,0.0654
gaze_0_z,std,ND_vs_CD_ED_vs_MD,10.014,0.0012172930985269903,기각 (차이 있음),0.0634,0.0203,0.0517
gaze_1_x,std,ND_vs_CD_ED_vs_MD,0.5735,0.5737897952934506,기각하지 못함 (차이 없음),0.0428,0.0476,0.0512
gaze_1_y,std,ND_vs_CD_ED_vs_MD,0.6047,0.5570860081608057,기각하지 못함 (차이 없음),0.056,0.0591,0.0633
gaze_1_z,std,ND_vs_CD_ED_vs_MD,7.5539,0.004188726225273598,기각 (차이 있음),0.063,0.024,0.0505
gaze_angle_x,std,ND_vs_CD_ED_vs_MD,0.2638,0.770924727104173,기각하지 못함 (차이 없음),0.0361,0.0347,0.0401
gaze_angle_y,std,ND_vs_CD_ED_vs_MD,0.8307,0.45277581971425246,기각하지 못함 (차이 없음),0.0543,0.0562,0.0635
gaze_vel,std,ND_vs_CD_ED_vs_MD,4.3366,0.03168185125954863,기각 (차이 있음),28.8884,34.5406,41.8196
gaze_amp,std,ND_vs_CD_ED_vs_MD,4.285,0.03262102392875379,기각 (차이 있음),1.0749,1.2695,1.5377
gaze_acc,std,ND_vs_CD_ED_vs_MD,4.4527,0.030105676402536113,기각 (차이 있음),894.4915,1102.2037,1288.6714
