Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,var,ND_vs_CD_ED_vs_MD,2.5526,0.11693051706971086,기각하지 못함 (차이 없음),0.081,0.4599,0.5169
AU02_r,var,ND_vs_CD_ED_vs_MD,1.3513,0.2904639540667873,기각하지 못함 (차이 없음),0.08,0.1935,0.246
AU04_r,var,ND_vs_CD_ED_vs_MD,1.947,0.17349777111213324,기각하지 못함 (차이 없음),0.0607,0.0724,0.1817
AU05_r,var,ND_vs_CD_ED_vs_MD,0.6359,0.5429214792787326,기각하지 못함 (차이 없음),0.0225,0.0284,0.0416
AU06_r,var,ND_vs_CD_ED_vs_MD,8.9558,0.0027193721927875154,기각 (차이 있음),0.0539,0.1357,0.1097
AU07_r,var,ND_vs_CD_ED_vs_MD,0.7842,0.4702082370246561,기각하지 못함 (차이 없음),0.1218,0.1577,0.1881
AU09_r,var,ND_vs_CD_ED_vs_MD,1.2578,0.3070066775883754,기각하지 못함 (차이 없음),0.0273,0.0523,0.063
AU10_r,var,ND_vs_CD_ED_vs_MD,10.2627,0.0013657058624732166,기각 (차이 있음),0.0578,0.1955,0.1119
AU12_r,var,ND_vs_CD_ED_vs_MD,11.3506,0.0010713494495115318,기각 (차이 있음),0.0183,0.1384,0.1195
AU14_r,var,ND_vs_CD_ED_vs_MD,0.652,0.532323209517112,기각하지 못함 (차이 없음),0.1136,0.1594,0.1452
AU15_r,var,ND_vs_CD_ED_vs_MD,0.9575,0.40031463196481154,기각하지 못함 (차이 없음),0.0363,0.0357,0.051
AU17_r,var,ND_vs_CD_ED_vs_MD,0.8336,0.4490781202876752,기각하지 못함 (차이 없음),0.0778,0.1001,0.0997
AU20_r,var,ND_vs_CD_ED_vs_MD,0.3847,0.6870017514599499,기각하지 못함 (차이 없음),0.0295,0.0384,0.0332
AU23_r,var,ND_vs_CD_ED_vs_MD,1.0405,0.37638990706598946,기각하지 못함 (차이 없음),0.0569,0.139,0.0637
AU25_r,var,ND_vs_CD_ED_vs_MD,8.6762,0.00393925676570715,기각 (차이 있음),0.0858,0.4571,0.2421
AU26_r,var,ND_vs_CD_ED_vs_MD,3.8392,0.03998032967040879,기각 (차이 있음),0.1176,0.255,0.2097
AU45_r,var,ND_vs_CD_ED_vs_MD,4.2792,0.03613720439233479,기각 (차이 있음),0.0972,0.1955,0.3484
pose_Tx,var,ND_vs_CD_ED_vs_MD,0.5429,0.5888217461507633,기각하지 못함 (차이 없음),14998232023.841,42.6266,37.2021
pose_Ty,var,ND_vs_CD_ED_vs_MD,0.5684,0.575570409820826,기각하지 못함 (차이 없음),8436586746.4866,27.5775,34.8648
pose_Tz,var,ND_vs_CD_ED_vs_MD,0.5893,0.5640085135243631,기각하지 못함 (차이 없음),36616357865.5894,20.4924,24.5769
pose_Rx,var,ND_vs_CD_ED_vs_MD,0.0946,0.9101082384028957,기각하지 못함 (차이 없음),0.0038,0.0034,0.0041
pose_Ry,var,ND_vs_CD_ED_vs_MD,0.0476,0.9535954465780008,기각하지 못함 (차이 없음),0.0018,0.0016,0.0018
pose_Rz,var,ND_vs_CD_ED_vs_MD,1.2183,0.31903587305399794,기각하지 못함 (차이 없음),0.0014,0.0024,0.0011
Speed,var,ND_vs_CD_ED_vs_MD,15.1046,0.00023132331898784774,기각 (차이 있음),168.7539,106.8858,21.2226
Acceleration,var,ND_vs_CD_ED_vs_MD,0.363,0.701376175589113,기각하지 못함 (차이 없음),15.1259,21.7787,14.7563
Brake,var,ND_vs_CD_ED_vs_MD,1.0777,0.3619196361484213,기각하지 못함 (차이 없음),2455.1598,2572.167,1396.4262
Steering,var,ND_vs_CD_ED_vs_MD,3.6773,0.054545383925635293,기각하지 못함 (차이 없음),0.0006,0.0026,0.0021
LaneOffset,var,ND_vs_CD_ED_vs_MD,12.9265,0.0002683255292683192,기각 (차이 있음),0.0764,0.0414,0.0358
gaze_0_x,var,ND_vs_CD_ED_vs_MD,0.2493,0.7816344149528752,기각하지 못함 (차이 없음),0.0021,0.0023,0.0019
gaze_0_y,var,ND_vs_CD_ED_vs_MD,1.2026,0.3220200813629589,기각하지 못함 (차이 없음),0.0031,0.0048,0.0042
gaze_0_z,var,ND_vs_CD_ED_vs_MD,4.0598,0.03905613966910693,기각 (차이 있음),0.0032,0.0039,0.0005
gaze_1_x,var,ND_vs_CD_ED_vs_MD,0.4423,0.6484768715646939,기각하지 못함 (차이 없음),0.0023,0.0019,0.0024
gaze_1_y,var,ND_vs_CD_ED_vs_MD,6.3734,0.00789364567720768,기각 (차이 있음),0.0029,0.0041,0.005
gaze_1_z,var,ND_vs_CD_ED_vs_MD,3.4047,0.060445912676679994,기각하지 못함 (차이 없음),0.0031,0.0039,0.0006
gaze_angle_x,var,ND_vs_CD_ED_vs_MD,0.3406,0.715073802607512,기각하지 못함 (차이 없음),0.0017,0.0014,0.0014
gaze_angle_y,var,ND_vs_CD_ED_vs_MD,3.0173,0.07322581606877855,기각하지 못함 (차이 없음),0.0029,0.0044,0.0045
gaze_vel,var,ND_vs_CD_ED_vs_MD,2.9663,0.07823027785460841,기각하지 못함 (차이 없음),961.0294,1573.9295,1414.9941
gaze_amp,var,ND_vs_CD_ED_vs_MD,3.1338,0.06886578130495415,기각하지 못함 (차이 없음),1.3147,2.1381,1.9379
gaze_acc,var,ND_vs_CD_ED_vs_MD,3.0389,0.07539801535152622,기각하지 못함 (차이 없음),915449.774,1418092.4247,1463830.3446
