Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU26_r,std,ND_vs_CD_vs_ED_vs_MD,1.106,0.3777546766086821,기각하지 못함 (차이 없음),0.3532,0.4787,0.3744,0.3977
AU45_r,std,ND_vs_CD_vs_ED_vs_MD,4.8467,0.018424125102006608,기각 (차이 있음),0.2902,0.3943,0.5389,0.6037
pose_Tx,std,ND_vs_CD_vs_ED_vs_MD,1.3481,0.2979438164039388,기각하지 못함 (차이 없음),43126.7613,4.5273,5.6206,8.2083
pose_Ty,std,ND_vs_CD_vs_ED_vs_MD,0.3274,0.8056103012337884,기각하지 못함 (차이 없음),32346.483,5.4849,5.8354,5.9475
pose_Tz,std,ND_vs_CD_vs_ED_vs_MD,0.4703,0.7073043841159704,기각하지 못함 (차이 없음),67383.0335,4.4721,3.9919,4.6004
pose_Rx,std,ND_vs_CD_vs_ED_vs_MD,0.7291,0.5505680673108642,기각하지 못함 (차이 없음),0.0702,0.0595,0.0481,0.0572
pose_Ry,std,ND_vs_CD_vs_ED_vs_MD,1.3294,0.3034620382880467,기각하지 못함 (차이 없음),0.0445,0.0287,0.0346,0.0301
pose_Rz,std,ND_vs_CD_vs_ED_vs_MD,3.7096,0.03267991086743828,기각 (차이 있음),0.0443,0.0355,0.0224,0.0286
Speed,std,ND_vs_CD_vs_ED_vs_MD,9.5719,0.0011753538466506962,기각 (차이 있음),13.5221,6.0561,4.9691,6.3194
Acceleration,std,ND_vs_CD_vs_ED_vs_MD,0.5997,0.6266749876450017,기각하지 못함 (차이 없음),3.8855,3.3719,4.3062,4.498
Brake,std,ND_vs_CD_vs_ED_vs_MD,1.7407,0.20370600020722318,기각하지 못함 (차이 없음),53.2606,25.0285,38.5657,37.1502
Steering,std,ND_vs_CD_vs_ED_vs_MD,1.1867,0.35977841646288994,기각하지 못함 (차이 없음),0.0265,0.0356,0.0592,0.1747
LaneOffset,std,ND_vs_CD_vs_ED_vs_MD,8.5327,0.0028218584364344493,기각 (차이 있음),0.2533,0.1706,0.1922,0.2355
gaze_0_x,std,ND_vs_CD_vs_ED_vs_MD,0.0086,0.9988519018842028,기각하지 못함 (차이 없음),0.0442,0.0434,0.0445,0.0435
gaze_0_y,std,ND_vs_CD_vs_ED_vs_MD,0.9516,0.44344975240813866,기각하지 못함 (차이 없음),0.0524,0.0622,0.0564,0.0675
gaze_0_z,std,ND_vs_CD_vs_ED_vs_MD,7.2878,0.004431426928691259,기각 (차이 있음),0.0727,0.0228,0.0306,0.0601
gaze_1_x,std,ND_vs_CD_vs_ED_vs_MD,0.2949,0.8284470543490527,기각하지 못함 (차이 없음),0.0436,0.0453,0.0526,0.0424
gaze_1_y,std,ND_vs_CD_vs_ED_vs_MD,0.6264,0.6097177280724828,기각하지 못함 (차이 없음),0.0557,0.0657,0.0628,0.0588
gaze_1_z,std,ND_vs_CD_vs_ED_vs_MD,6.7816,0.00585972351916538,기각 (차이 있음),0.073,0.0239,0.0333,0.0566
gaze_angle_x,std,ND_vs_CD_vs_ED_vs_MD,0.2234,0.878626928980888,기각하지 못함 (차이 없음),0.0391,0.0343,0.0391,0.0345
gaze_angle_y,std,ND_vs_CD_vs_ED_vs_MD,0.6606,0.5902835608982724,기각하지 못함 (차이 없음),0.0536,0.063,0.0601,0.0623
gaze_vel,std,ND_vs_CD_vs_ED_vs_MD,1.8079,0.19908512360009736,기각하지 못함 (차이 없음),29.9477,35.958,39.1977,36.5622
gaze_amp,std,ND_vs_CD_vs_ED_vs_MD,1.7851,0.20274234233698993,기각하지 못함 (차이 없음),1.1127,1.338,1.4439,1.3383
gaze_acc,std,ND_vs_CD_vs_ED_vs_MD,1.9401,0.1770086320324268,기각하지 못함 (차이 없음),929.9057,1110.3004,1242.159,1128.7393
