Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,std,ND_vs_CD_vs_ED_vs_MD,1.3661,0.30224823305292675,기각하지 못함 (차이 없음),0.2827,0.4869,0.3344,0.5783
AU02_r,std,ND_vs_CD_vs_ED_vs_MD,3.9161,0.03267126040393721,기각 (차이 있음),0.2448,0.358,0.1303,0.3877
AU04_r,std,ND_vs_CD_vs_ED_vs_MD,1.1595,0.36265678841882204,기각하지 못함 (차이 없음),0.2031,0.2146,0.1716,0.4103
AU05_r,std,ND_vs_CD_vs_ED_vs_MD,1.1891,0.3465264159533842,기각하지 못함 (차이 없음),0.1443,0.1881,0.1065,0.1284
AU06_r,std,ND_vs_CD_vs_ED_vs_MD,4.8257,0.01613852066202376,기각 (차이 있음),0.2188,0.3398,0.2434,0.4288
AU07_r,std,ND_vs_CD_vs_ED_vs_MD,1.1512,0.36113347790136535,기각하지 못함 (차이 없음),0.3626,0.3763,0.2275,0.3768
AU09_r,std,ND_vs_CD_vs_ED_vs_MD,2.1104,0.13993773967185447,기각하지 못함 (차이 없음),0.1785,0.2171,0.1326,0.1414
AU10_r,std,ND_vs_CD_vs_ED_vs_MD,3.6755,0.0379507601986529,기각 (차이 있음),0.2921,0.3653,0.2267,0.4269
AU12_r,std,ND_vs_CD_vs_ED_vs_MD,5.484,0.012144475843454608,기각 (차이 있음),0.1295,0.3395,0.1394,0.3819
AU14_r,std,ND_vs_CD_vs_ED_vs_MD,3.0423,0.06175330230082003,기각하지 못함 (차이 없음),0.3262,0.4078,0.273,0.4742
AU15_r,std,ND_vs_CD_vs_ED_vs_MD,2.7418,0.08241523556647334,기각하지 못함 (차이 없음),0.1709,0.2386,0.2133,0.1391
AU17_r,std,ND_vs_CD_vs_ED_vs_MD,1.4073,0.28053863373189164,기각하지 못함 (차이 없음),0.3017,0.2908,0.28,0.3691
AU20_r,std,ND_vs_CD_vs_ED_vs_MD,1.6027,0.23234197004843166,기각하지 못함 (차이 없음),0.1884,0.1778,0.1368,0.1628
AU23_r,std,ND_vs_CD_vs_ED_vs_MD,0.7853,0.5193195502098096,기각하지 못함 (차이 없음),0.2955,0.2678,0.2042,0.2326
AU25_r,std,ND_vs_CD_vs_ED_vs_MD,3.9402,0.029318322623489913,기각 (차이 있음),0.3401,0.594,0.5062,0.5427
