experiment,ablation,removed_type,removed_name,removed_group,removed_groups,num_removed_groups,num_features,acc_mean,acc_std,bacc_mean,bacc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,spec_mean,spec_std,auc_mean,auc_std
4Class_ND_CD_ED_MD,feature_minus_AU05_r,feature,AU05_r,AU,AU,1,38,0.5358911289486121,0.03004736829912781,0.5358911289486121,0.03004736829912781,0.5303248458340206,0.03783381721500413,0.5358911289486121,0.03004736829912781,0.5286368302139521,0.03489665481220989,0.8452970429828707,0.010015789433042613,0.7765625288178188,0.02662231223098894
4Class_ND_CD_ED_MD,feature_minus_AU06_r,feature,AU06_r,AU,AU,1,38,0.5371088606926333,0.03300238301808773,0.5371088606926333,0.03300238301808774,0.5292608677611511,0.03902416141354289,0.5371088606926333,0.03300238301808774,0.5284293319616987,0.037458305720206045,0.8457029535642111,0.011000794339362616,0.7778632115959488,0.025245317928105276
4Class_ND_CD_ED_MD,feature_minus_AU07_r,feature,AU07_r,AU,AU,1,38,0.531417387667887,0.03921814102541012,0.531417387667887,0.039218141025410144,0.5261567290992802,0.042776522840978895,0.531417387667887,0.039218141025410144,0.5242729400080715,0.04243957364197613,0.8438057958892957,0.013072713675136655,0.7743925313634035,0.02773193015924734
4Class_ND_CD_ED_MD,feature_minus_AU09_r,feature,AU09_r,AU,AU,1,38,0.540541522374303,0.02684611893557061,0.540541522374303,0.02684611893557067,0.530309343484864,0.041907809848184874,0.540541522374303,0.02684611893557067,0.5313443527045199,0.03528465049314808,0.8468471741247677,0.008948706311856854,0.7824541342004354,0.021121751841342188
4Class_ND_CD_ED_MD,feature_minus_AU10_r,feature,AU10_r,AU,AU,1,38,0.5367229286815894,0.03175928325286179,0.5367229286815894,0.03175928325286181,0.5298178492867993,0.039695723774937325,0.5367229286815894,0.03175928325286181,0.5285724159377799,0.03663034301811752,0.8455743095605296,0.010586427750953979,0.7772664699248631,0.026620943468204282
4Class_ND_CD_ED_MD,feature_minus_AU12_r,feature,AU12_r,AU,AU,1,38,0.5397801930778663,0.0344478361581618,0.5397801930778663,0.03444783615816181,0.5323360801060739,0.04281158893155525,0.5397801930778663,0.03444783615816181,0.5316552374745014,0.03941718090996196,0.8465933976926221,0.011482612052720602,0.7789130815651855,0.027516625758812117
4Class_ND_CD_ED_MD,feature_minus_AU14_r,feature,AU14_r,AU,AU,1,38,0.5351343768923085,0.03075377832916979,0.5351343768923085,0.030753778329169788,0.5292412503936952,0.03974924713277863,0.5351343768923085,0.030753778329169788,0.5279148688702997,0.0365054872544957,0.845044792297436,0.010251259443056597,0.7774288371949514,0.025725355656449126
4Class_ND_CD_ED_MD,feature_minus_AU15_r,feature,AU15_r,AU,AU,1,38,0.5355685275475133,0.03602297329966852,0.5355685275475134,0.036022973299668526,0.5300934994204825,0.0385356789262284,0.5355685275475134,0.036022973299668526,0.5284605955260362,0.03790472605790551,0.8451895091825044,0.01200765776655617,0.7775133303744584,0.03022404755324449
4Class_ND_CD_ED_MD,feature_minus_AU17_r,feature,AU17_r,AU,AU,1,38,0.530133674528461,0.030203809025064296,0.530133674528461,0.030203809025064296,0.5222109900136982,0.03999833569935851,0.530133674528461,0.030203809025064296,0.5213907948455045,0.035650757949461855,0.8433778915094869,0.010067936341688087,0.7722227737581072,0.02423575648337696
4Class_ND_CD_ED_MD,feature_minus_AU20_r,feature,AU20_r,AU,AU,1,38,0.5273572026685998,0.03246614319409365,0.5273572026685998,0.03246614319409369,0.5191934778392703,0.04436547586317027,0.5273572026685998,0.03246614319409369,0.519384564932485,0.0390781280415672,0.8424524008895332,0.010822047731364593,0.770157097498684,0.026461081361923083
4Class_ND_CD_ED_MD,feature_minus_AU23_r,feature,AU23_r,AU,AU,1,38,0.5280038675906431,0.029129959948228895,0.5280038675906431,0.029129959948228912,0.5197875323641403,0.036193765392602106,0.5280038675906431,0.029129959948228912,0.5197220231484533,0.0330679642594192,0.8426679558635477,0.009709986649409693,0.7706294484370979,0.02575499047365825
4Class_ND_CD_ED_MD,feature_minus_AU25_r,feature,AU25_r,AU,AU,1,38,0.5225194594119792,0.03122160381858373,0.5225194594119793,0.03122160381858372,0.5135360347396907,0.03929699951234248,0.5225194594119793,0.03122160381858372,0.5129992067082887,0.03628885896376417,0.8408398198039931,0.010407201272861226,0.767073842902245,0.027138922076972796
4Class_ND_CD_ED_MD,feature_minus_AU26_r,feature,AU26_r,AU,AU,1,38,0.5311753095225801,0.02850113541677812,0.5311753095225801,0.028501135416778126,0.5243293500258799,0.04215839250336767,0.5311753095225801,0.028501135416778126,0.5230457129293885,0.036291210593088714,0.8437251031741934,0.009500378472259374,0.7737787244090704,0.02366038206945506
4Class_ND_CD_ED_MD,feature_minus_AU45_r,feature,AU45_r,AU,AU,1,38,0.5162027092918675,0.03581047593640976,0.5162027092918675,0.03581047593640976,0.5183409909571611,0.04075574857811438,0.5162027092918675,0.03581047593640976,0.5100974753248314,0.04022947678198984,0.8387342364306225,0.01193682531213654,0.7651230963540941,0.025939873443462397
4Class_ND_CD_ED_MD,feature_minus_pose_Tx,feature,pose_Tx,POSE,POSE,1,38,0.5395109810441021,0.03770798271189197,0.5395109810441021,0.03770798271189199,0.5335626577800954,0.0460623983167381,0.5395109810441021,0.03770798271189199,0.5323056699059415,0.043239275430959054,0.846503660348034,0.012569327570630656,0.7806340042076568,0.021059885542923075
4Class_ND_CD_ED_MD,feature_minus_pose_Ty,feature,pose_Ty,POSE,POSE,1,38,0.546288227813329,0.021969719758649996,0.5462882278133291,0.02196971975865001,0.5380802524332091,0.033278147541391495,0.5462882278133291,0.02196971975865001,0.5371058906701197,0.028961928004804714,0.848762742604443,0.007323239919550009,0.7859243960872535,0.021870893379329
4Class_ND_CD_ED_MD,feature_minus_pose_Tz,feature,pose_Tz,POSE,POSE,1,38,0.5403078616310564,0.03325287077176302,0.5403078616310564,0.03325287077176302,0.5332761602496766,0.04097611444859926,0.5403078616310564,0.03325287077176302,0.5316665629638733,0.03818224033789844,0.8467692872103522,0.011084290257254372,0.7817553893024027,0.026739796873612193
4Class_ND_CD_ED_MD,feature_minus_pose_Rx,feature,pose_Rx,POSE,POSE,1,38,0.5398139627913624,0.039125726723143364,0.5398139627913624,0.039125726723143385,0.5340088890017565,0.044621768129406755,0.5398139627913624,0.039125726723143385,0.532322996438974,0.043802817952587066,0.8466046542637875,0.013041908907714426,0.7783071098776408,0.024451342736974545
4Class_ND_CD_ED_MD,feature_minus_pose_Ry,feature,pose_Ry,POSE,POSE,1,38,0.5360893381842068,0.02993337659274062,0.5360893381842069,0.029933376592740635,0.5280235159876613,0.043626139437886804,0.5360893381842069,0.029933376592740635,0.527722442231607,0.037469651170020005,0.8453631127280691,0.009977792197580155,0.7791460218126852,0.024596705282464628
4Class_ND_CD_ED_MD,feature_minus_pose_Rz,feature,pose_Rz,POSE,POSE,1,38,0.5328576373931753,0.031842753792075906,0.5328576373931753,0.031842753792075885,0.5261542724358551,0.03989392120487486,0.5328576373931753,0.031842753792075885,0.5245676442257636,0.037553783990123275,0.8442858791310585,0.01061425126402529,0.7793879540166654,0.02608223672544414
4Class_ND_CD_ED_MD,feature_minus_Speed,feature,Speed,VEHICLE,VEHICLE,1,38,0.535888520458165,0.03317800027364216,0.535888520458165,0.03317800027364218,0.528328441676071,0.0433829065612232,0.535888520458165,0.03317800027364218,0.5274968544432158,0.03915590935560801,0.8452961734860551,0.011059333424547417,0.7746394458377083,0.0251837543335444
4Class_ND_CD_ED_MD,feature_minus_Acceleration,feature,Acceleration,VEHICLE,VEHICLE,1,38,0.536225635253243,0.034567712218294064,0.536225635253243,0.034567712218294064,0.5295386930623691,0.041902280418927344,0.536225635253243,0.034567712218294064,0.5281580753126964,0.03940607030564868,0.8454085450844143,0.01152257073943135,0.7765749871282555,0.025806783420777312
4Class_ND_CD_ED_MD,feature_minus_Brake,feature,Brake,VEHICLE,VEHICLE,1,38,0.5369849506566503,0.03422575757899128,0.5369849506566503,0.034225757578991274,0.5294009292854567,0.04248312421834371,0.5369849506566503,0.034225757578991274,0.5285292704680569,0.03940491528461282,0.8456616502188835,0.011408585859663799,0.7774563851849803,0.026574276251220053
4Class_ND_CD_ED_MD,feature_minus_Steering,feature,Steering,VEHICLE,VEHICLE,1,38,0.5293489870179012,0.02800649008922595,0.5293489870179012,0.02800649008922595,0.5229677033058009,0.03769938454505731,0.5293489870179012,0.02800649008922595,0.5212820157522062,0.03297598942122145,0.843116329005967,0.009335496696408636,0.7711832260560887,0.023494927746822363
4Class_ND_CD_ED_MD,feature_minus_LaneOffset,feature,LaneOffset,VEHICLE,VEHICLE,1,38,0.5333145712920782,0.033223209458061606,0.5333145712920782,0.033223209458061606,0.5259506645829223,0.041971928298795536,0.5333145712920782,0.033223209458061606,0.5247441228294655,0.0384687231958115,0.8444381904306928,0.011074403152687193,0.7762734169555131,0.026111865618671428
4Class_ND_CD_ED_MD,feature_minus_gaze_0_x,feature,gaze_0_x,GAZE,GAZE,1,38,0.5351676125372667,0.03588072654154831,0.5351676125372667,0.03588072654154831,0.5294227422447925,0.042289530468320694,0.5351676125372667,0.03588072654154831,0.5273301378299389,0.0406733170884263,0.8450558708457555,0.011960242180516114,0.7766336644542776,0.025234197994566932
4Class_ND_CD_ED_MD,feature_minus_gaze_0_y,feature,gaze_0_y,GAZE,GAZE,1,38,0.5362577003527427,0.030550822034930047,0.5362577003527427,0.030550822034930047,0.5298712609817492,0.03555140436802977,0.5362577003527427,0.030550822034930047,0.5281808782702078,0.034319382023862685,0.8454192334509143,0.010183607344976663,0.7774306534676054,0.0250135218073989
4Class_ND_CD_ED_MD,feature_minus_gaze_0_z,feature,gaze_0_z,GAZE,GAZE,1,38,0.5337191822070994,0.03208453882492901,0.5337191822070992,0.03208453882492905,0.5263786676498219,0.0410141079670803,0.5337191822070992,0.03208453882492905,0.5253436912251108,0.037661567577291166,0.8445730607356998,0.010694846274976315,0.7776532708106113,0.024969767827219446
4Class_ND_CD_ED_MD,feature_minus_gaze_1_x,feature,gaze_1_x,GAZE,GAZE,1,38,0.5343267528020725,0.02890359889902407,0.5343267528020725,0.028903598899024066,0.5263220506635499,0.038349404226722714,0.5343267528020725,0.028903598899024066,0.5255964116736245,0.03437371166952844,0.8447755842673574,0.009634532966341336,0.7773635343030709,0.025299165821315573
4Class_ND_CD_ED_MD,feature_minus_gaze_1_y,feature,gaze_1_y,GAZE,GAZE,1,38,0.5377681867427434,0.03273641889091642,0.5377681867427434,0.032736418890916434,0.5296150699288469,0.04058374011413605,0.5377681867427434,0.032736418890916434,0.5289601594473743,0.03759132377273437,0.8459227289142477,0.01091213963030545,0.7779696009184546,0.02531025730934756
4Class_ND_CD_ED_MD,feature_minus_gaze_1_z,feature,gaze_1_z,GAZE,GAZE,1,38,0.531026811375515,0.03598134259339497,0.531026811375515,0.035981342593395,0.525138274246274,0.04371731532219704,0.531026811375515,0.035981342593395,0.5230054681581724,0.041304760193902744,0.8436756037918384,0.011993780864464978,0.7773916049726808,0.027397079922719086
4Class_ND_CD_ED_MD,feature_minus_gaze_angle_x,feature,gaze_angle_x,GAZE,GAZE,1,38,0.535136204342889,0.036242785998341125,0.5351362043428891,0.03624278599834116,0.5272925122053709,0.04510431247946126,0.5351362043428891,0.03624278599834116,0.5263334119909683,0.041900992831106515,0.8450454014476296,0.012080928666113705,0.7764297792901607,0.02632811962874795
4Class_ND_CD_ED_MD,feature_minus_gaze_angle_y,feature,gaze_angle_y,GAZE,GAZE,1,38,0.5347987912969948,0.03330965724791559,0.5347987912969948,0.03330965724791558,0.5280693615494604,0.0415763384089519,0.5347987912969948,0.03330965724791558,0.5267962953155835,0.03840876803903201,0.8449329304323315,0.011103219082638473,0.776752303126842,0.02505157169899774
4Class_ND_CD_ED_MD,feature_minus_gaze_vel,feature,gaze_vel,GAZE,GAZE,1,38,0.5351425806735306,0.034859615932930146,0.5351425806735305,0.03485961593293016,0.5290286122786882,0.04030582469561127,0.5351425806735305,0.03485961593293016,0.5274777939446355,0.038692781822889745,0.8450475268911768,0.01161987197764339,0.7769206752771668,0.026300241686046832
4Class_ND_CD_ED_MD,feature_minus_gaze_amp,feature,gaze_amp,GAZE,GAZE,1,38,0.533248135099514,0.028536952953851114,0.533248135099514,0.0285369529538511,0.526858757231705,0.034957087836477864,0.533248135099514,0.0285369529538511,0.5250891719351674,0.03267465202332312,0.8444160450331714,0.00951231765128369,0.7769721978399733,0.025124708164444856
4Class_ND_CD_ED_MD,feature_minus_gaze_acc,feature,gaze_acc,GAZE,GAZE,1,38,0.5365359774341546,0.03539053888604973,0.5365359774341546,0.03539053888604973,0.53007701381108,0.0406769071930757,0.5365359774341546,0.03539053888604973,0.5285845253156056,0.039538285026858806,0.8455119924780515,0.011796846295349913,0.778189267462477,0.02671252573449859
3Class_ND_ED_MD,baseline_all_features,baseline,none,none,none,0,39,0.7663848421305314,0.03136154370014708,0.7663848421305314,0.03136154370014708,0.7901722643732747,0.026452567350069282,0.7663848421305314,0.03136154370014708,0.7646762099064208,0.034257781201204075,0.8831924210652657,0.015680771850073584,0.926121295520916,0.01286413589852384
3Class_ND_ED_MD,group_minus_AU_POSE,group,AU_POSE,"AU,POSE","AU,POSE",2,16,0.6009591002117359,0.02236697233194602,0.6009591002117359,0.022366972331946032,0.6166458656503403,0.028811372532650308,0.6009591002117359,0.022366972331946032,0.5868060232415832,0.022987569215127533,0.800479550105868,0.011183486165973061,0.7877330685569628,0.030937914431541473
3Class_ND_ED_MD,group_minus_AU_VEHICLE,group,AU_VEHICLE,"AU,VEHICLE","AU,VEHICLE",2,17,0.579197187925218,0.021409888500315086,0.5791971879252179,0.021409888500315048,0.6062240189369151,0.031436923661445286,0.5791971879252179,0.021409888500315048,0.5598526989808603,0.02511884888585701,0.7895985939626089,0.010704944250157555,0.7916994891362672,0.019740894374317905
3Class_ND_ED_MD,group_minus_AU_GAZE,group,AU_GAZE,"AU,GAZE","AU,GAZE",2,11,0.6032897364517815,0.04306916964464519,0.6032897364517816,0.04306916964464518,0.6251676013090306,0.04757520605147699,0.6032897364517816,0.04306916964464518,0.5916210284185007,0.04601168490181051,0.8016448682258908,0.02153458482232254,0.8107499926349572,0.03700172326198789
3Class_ND_ED_MD,group_minus_POSE_VEHICLE,group,POSE_VEHICLE,"POSE,VEHICLE","POSE,VEHICLE",2,28,0.7501293123402366,0.01576696044613801,0.7501293123402366,0.015766960446137953,0.7669647582031203,0.011420385919662103,0.7501293123402366,0.015766960446137953,0.7495597892946975,0.016004675886105595,0.8750646561701183,0.007883480223068997,0.9098570396672265,0.010455309655018554
3Class_ND_ED_MD,group_minus_POSE_GAZE,group,POSE_GAZE,"POSE,GAZE","POSE,GAZE",2,22,0.7860381882536959,0.03702513885610889,0.7860381882536959,0.037025138856108857,0.8028753953089298,0.029816262842265434,0.7860381882536959,0.037025138856108857,0.7873199451350237,0.036831575685673856,0.8930190941268478,0.018512569428054463,0.929239458948604,0.01171503015727574
3Class_ND_ED_MD,group_minus_VEHICLE_GAZE,group,VEHICLE_GAZE,"VEHICLE,GAZE","VEHICLE,GAZE",2,23,0.7266248149151768,0.04686233806545688,0.7266248149151768,0.04686233806545688,0.7492982415286769,0.04259316661970298,0.7266248149151768,0.04686233806545688,0.7248560165457045,0.048288578732230504,0.8633124074575884,0.023431169032728474,0.9044120753180703,0.021183037229682157
3Class_ND_ED_MD,feature_minus_AU01_r,feature,AU01_r,AU,AU,1,38,0.7637613489275027,0.03454626822349486,0.7637613489275027,0.034546268223494866,0.7871684026212349,0.02875936657026431,0.7637613489275027,0.034546268223494866,0.7620645320095105,0.03777650561358402,0.8818806744637513,0.017273134111747388,0.9252333523258104,0.01299873575974001
3Class_ND_ED_MD,feature_minus_AU02_r,feature,AU02_r,AU,AU,1,38,0.7535345081568926,0.03645686823073526,0.7535345081568926,0.036456868230735254,0.7790244520366381,0.028681368676779388,0.7535345081568926,0.036456868230735254,0.7514599611574556,0.039779879620744564,0.8767672540784464,0.018228434115367658,0.9242226433709071,0.01200599558233597
3Class_ND_ED_MD,feature_minus_AU04_r,feature,AU04_r,AU,AU,1,38,0.759501082627918,0.03636307153601273,0.759501082627918,0.036363071536012745,0.7861098039774449,0.028329088138578255,0.759501082627918,0.036363071536012745,0.7581247119960313,0.03981765649390108,0.8797505413139591,0.018181535768006366,0.9261185364359467,0.012921014833447132
3Class_ND_ED_MD,feature_minus_AU05_r,feature,AU05_r,AU,AU,1,38,0.7534096506102059,0.03998879361005869,0.7534096506102059,0.03998879361005862,0.7783789896918883,0.032091228521743384,0.7534096506102059,0.03998879361005862,0.7522633280385266,0.04287793365985696,0.876704825305103,0.019994396805029332,0.9234221601241488,0.01399334988014982
3Class_ND_ED_MD,feature_minus_AU06_r,feature,AU06_r,AU,AU,1,38,0.7604587465870273,0.03683345246807819,0.7604587465870273,0.03683345246807819,0.7859779416410877,0.030416440230597953,0.7604587465870273,0.03683345246807819,0.758749671818901,0.039768033568825,0.8802293732935137,0.01841672623403908,0.9259267293869533,0.013119796574029473
3Class_ND_ED_MD,feature_minus_AU07_r,feature,AU07_r,AU,AU,1,38,0.7494011895061697,0.03317926075156478,0.7494011895061699,0.03317926075156479,0.7741211443929966,0.028998708450197364,0.7494011895061699,0.03317926075156479,0.7470261917940371,0.03664666873728754,0.8747005947530848,0.016589630375782358,0.9201114474874534,0.013961124747122248
3Class_ND_ED_MD,feature_minus_AU09_r,feature,AU09_r,AU,AU,1,38,0.7692349846751751,0.04221360026455471,0.7692349846751751,0.04221360026455467,0.7897224279770393,0.0366652730670974,0.7692349846751751,0.04221360026455467,0.7678304306817951,0.045157956488413836,0.8846174923375877,0.021106800132277365,0.926651336934244,0.014387370037224272
3Class_ND_ED_MD,feature_minus_AU10_r,feature,AU10_r,AU,AU,1,38,0.755947597911837,0.03990613545621728,0.755947597911837,0.039906135456217254,0.7815715200451142,0.032333953258859974,0.755947597911837,0.039906135456217254,0.7538648902072395,0.0431007326223271,0.8779737989559185,0.01995306772810862,0.9239626299732034,0.012845163923602007
3Class_ND_ED_MD,feature_minus_AU12_r,feature,AU12_r,AU,AU,1,38,0.760731612098197,0.035402321545664986,0.7607316120981971,0.03540232154566496,0.7839540520887007,0.030036632402797272,0.7607316120981971,0.03540232154566496,0.7582305821287495,0.039314780322497155,0.8803658060490983,0.01770116077283252,0.9256870998597672,0.012674819863112178
3Class_ND_ED_MD,feature_minus_AU14_r,feature,AU14_r,AU,AU,1,38,0.7572997361606888,0.04008742273958824,0.7572997361606887,0.04008742273958823,0.7816146653426654,0.0319524202121181,0.7572997361606887,0.04008742273958823,0.7549148076711231,0.043537312762750434,0.8786498680803444,0.020043711369794073,0.9230995991694849,0.013838073295017586
3Class_ND_ED_MD,feature_minus_AU15_r,feature,AU15_r,AU,AU,1,38,0.7586523317107194,0.03138104512585578,0.7586523317107194,0.031381045125855746,0.7832966088610807,0.028120232121264375,0.7586523317107194,0.031381045125855746,0.7567651153115548,0.03452974783419492,0.8793261658553597,0.015690522562927904,0.9249974861361429,0.012711575871968703
3Class_ND_ED_MD,feature_minus_AU17_r,feature,AU17_r,AU,AU,1,38,0.7568158537091855,0.03342579979651924,0.7568158537091855,0.03342579979651926,0.7805959573820844,0.02839929024915201,0.7568158537091855,0.03342579979651926,0.7549851655609058,0.03659496345432502,0.8784079268545927,0.016712899898259588,0.9236847449373823,0.013703003067363112
3Class_ND_ED_MD,feature_minus_AU20_r,feature,AU20_r,AU,AU,1,38,0.7591283469176117,0.03311683442034452,0.7591283469176117,0.03311683442034448,0.7833510844720013,0.028699939144839936,0.7591283469176117,0.03311683442034448,0.7576173452433826,0.03599938340782422,0.8795641734588058,0.016558417210172264,0.9249962242625035,0.012654794920256087
3Class_ND_ED_MD,feature_minus_AU23_r,feature,AU23_r,AU,AU,1,38,0.7570062169658437,0.04005712130102907,0.7570062169658437,0.04005712130102907,0.7823522522064033,0.03183306411483844,0.7570062169658437,0.04005712130102907,0.7546951148365495,0.043335513329489206,0.8785031084829219,0.020028560650514598,0.9234927304309668,0.01269441131200796
3Class_ND_ED_MD,feature_minus_AU25_r,feature,AU25_r,AU,AU,1,38,0.730683741358709,0.03323097321425489,0.7306837413587088,0.03323097321425491,0.7620785512047016,0.03134034773664262,0.7306837413587088,0.03323097321425491,0.7282266817976237,0.0355240532944545,0.8653418706793545,0.016615486607127417,0.9104115750170994,0.01407179448167037
3Class_ND_ED_MD,feature_minus_AU26_r,feature,AU26_r,AU,AU,1,38,0.7583441270152474,0.02946739075354765,0.7583441270152473,0.02946739075354759,0.7836608210119169,0.022422000182601425,0.7583441270152473,0.02946739075354759,0.7566006563597993,0.032898428908153345,0.8791720635076237,0.014733695376773872,0.920683735514879,0.012530076320585936
3Class_ND_ED_MD,feature_minus_AU45_r,feature,AU45_r,AU,AU,1,38,0.7403066948337902,0.024038348325382132,0.7403066948337902,0.024038348325382104,0.7667300570607574,0.02276635816945672,0.7403066948337902,0.024038348325382104,0.7380611197674833,0.02783837089002879,0.8701533474168951,0.012019174162691052,0.9135323880214795,0.014440861718775332
3Class_ND_ED_MD,feature_minus_pose_Tx,feature,pose_Tx,POSE,POSE,1,38,0.7618030862810818,0.03265926215416256,0.761803086281082,0.03265926215416252,0.7840820340028396,0.02597855273506589,0.761803086281082,0.03265926215416252,0.7600114433919585,0.035698343125234976,0.8809015431405409,0.01632963107708131,0.925161523575094,0.012317662500657979
3Class_ND_ED_MD,feature_minus_pose_Ty,feature,pose_Ty,POSE,POSE,1,38,0.7614568233768864,0.03924449181483443,0.7614568233768864,0.039244491814834505,0.7848740772807029,0.030587931198585064,0.7614568233768864,0.039244491814834505,0.7597959672075489,0.042311712916970765,0.8807284116884432,0.019622245907417252,0.9274966966636734,0.01229880703903251
3Class_ND_ED_MD,feature_minus_pose_Tz,feature,pose_Tz,POSE,POSE,1,38,0.7590879716904873,0.030472203406173983,0.7590879716904873,0.030472203406173994,0.7832433601616132,0.02617490541442022,0.7590879716904873,0.030472203406173994,0.7570558881165117,0.03353826794550756,0.8795439858452436,0.015236101703087037,0.9241225454705084,0.012519886849500676
3Class_ND_ED_MD,feature_minus_pose_Rx,feature,pose_Rx,POSE,POSE,1,38,0.7620264966420078,0.03616673789100202,0.7620264966420078,0.036166737891002027,0.7858177670739638,0.02759014670247215,0.7620264966420078,0.036166737891002027,0.7604030718461993,0.03801135415728331,0.8810132483210038,0.018083368945501034,0.9247486422102374,0.012999329554055809
3Class_ND_ED_MD,feature_minus_pose_Ry,feature,pose_Ry,POSE,POSE,1,38,0.7651019215801129,0.030724329964578766,0.7651019215801128,0.030724329964578825,0.7863043563830445,0.02492639325658807,0.7651019215801128,0.030724329964578825,0.7630277896124086,0.034148696546056276,0.8825509607900563,0.015362164982289416,0.9243065873404938,0.012971308831149726
3Class_ND_ED_MD,feature_minus_pose_Rz,feature,pose_Rz,POSE,POSE,1,38,0.7623147748227803,0.03823659026143266,0.7623147748227803,0.03823659026143269,0.7860411185488314,0.030367543961185246,0.7623147748227803,0.03823659026143269,0.7605631819225096,0.04147981061718813,0.8811573874113903,0.019118295130716362,0.9255278549329828,0.012894688450632833
3Class_ND_ED_MD,feature_minus_Speed,feature,Speed,VEHICLE,VEHICLE,1,38,0.7601612008842051,0.037499322923830264,0.7601612008842051,0.037499322923830215,0.7829883341847175,0.03129786352189091,0.7601612008842051,0.037499322923830215,0.7583412571754751,0.04077487990304773,0.8800806004421025,0.018749661461915187,0.9214807491789021,0.013914786035089109
3Class_ND_ED_MD,feature_minus_Acceleration,feature,Acceleration,VEHICLE,VEHICLE,1,38,0.7658602161468325,0.03411917251675026,0.7658602161468325,0.03411917251675025,0.7895606465246204,0.027524668714955205,0.7658602161468325,0.03411917251675025,0.7642535239076058,0.03749606675972046,0.8829301080734162,0.017059586258375118,0.925083116195902,0.013311167631314362
3Class_ND_ED_MD,feature_minus_Brake,feature,Brake,VEHICLE,VEHICLE,1,38,0.7635734439010688,0.03083964728731069,0.7635734439010687,0.03083964728731066,0.7867286026049298,0.026189354441213702,0.7635734439010687,0.03083964728731066,0.7618190689553508,0.03407476225472663,0.8817867219505345,0.015419823643655338,0.9256935244643134,0.012605129631394492
3Class_ND_ED_MD,feature_minus_Steering,feature,Steering,VEHICLE,VEHICLE,1,38,0.7443059837674616,0.02747747528310911,0.7443059837674616,0.027477475283109107,0.767525915480688,0.02122957674024524,0.7443059837674616,0.027477475283109107,0.7424357903661746,0.030752253718807545,0.8721529918837307,0.013738737641554552,0.9169507164802388,0.011059469279176018
3Class_ND_ED_MD,feature_minus_LaneOffset,feature,LaneOffset,VEHICLE,VEHICLE,1,38,0.7615868488001569,0.035846539697128546,0.7615868488001569,0.035846539697128525,0.7850276501318999,0.02915750633700957,0.7615868488001569,0.035846539697128525,0.7596753383914003,0.03931104294784601,0.8807934244000786,0.01792326984856424,0.9235991502363557,0.012867800299468579
3Class_ND_ED_MD,feature_minus_gaze_0_x,feature,gaze_0_x,GAZE,GAZE,1,38,0.760267283357016,0.03306490870853918,0.7602672833570161,0.03306490870853915,0.7846084835775502,0.02697000015706779,0.7602672833570161,0.03306490870853915,0.7590186842229018,0.03580170927682123,0.880133641678508,0.016532454354269612,0.9242789321796125,0.013651508059658188
3Class_ND_ED_MD,feature_minus_gaze_0_y,feature,gaze_0_y,GAZE,GAZE,1,38,0.7672498737998178,0.028264114566306953,0.7672498737998178,0.02826411456630699,0.789116239000179,0.025295910244235578,0.7672498737998178,0.02826411456630699,0.7656025239657719,0.031403475438191594,0.883624936899909,0.014132057283153523,0.9254807821611675,0.012646636976974842
