Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
pose_Rx,mean,ND_vs_CD_vs_ED_vs_MD,7.8311,0.0019911263270437347,기각 (차이 있음),-0.0631,0.0434,0.1435,-0.0645
pose_Ry,mean,ND_vs_CD_vs_ED_vs_MD,0.7894,0.5166029697526143,기각하지 못함 (차이 없음),-0.0402,-0.033,-0.0184,0.0142
pose_Rz,mean,ND_vs_CD_vs_ED_vs_MD,8.0818,0.0017343156736963083,기각 (차이 있음),0.0253,0.0416,-0.0006,-0.0177
Speed,mean,ND_vs_CD_vs_ED_vs_MD,1.2029,0.34042413643074443,기각하지 못함 (차이 없음),70.3849,71.3165,73.024,70.1071
Acceleration,mean,ND_vs_CD_vs_ED_vs_MD,0.6659,0.5855143279014974,기각하지 못함 (차이 없음),6.0116,5.8721,5.7,6.073
Brake,mean,ND_vs_CD_vs_ED_vs_MD,2.3553,0.11208854703739665,기각하지 못함 (차이 없음),13.1305,11.3368,5.3215,26.9443
Steering,mean,ND_vs_CD_vs_ED_vs_MD,0.2511,0.8592617654204733,기각하지 못함 (차이 없음),0.0001,0.0001,0.0002,0.0009
LaneOffset,mean,ND_vs_CD_vs_ED_vs_MD,1.5099,0.2482435899811615,기각하지 못함 (차이 없음),-0.084,-0.046,-0.0511,0.0086
gaze_0_x,mean,ND_vs_CD_vs_ED_vs_MD,2.0538,0.14673572471621588,기각하지 못함 (차이 없음),0.1767,0.163,0.1883,0.1216
gaze_0_y,mean,ND_vs_CD_vs_ED_vs_MD,11.7656,0.00027046643438821715,기각 (차이 있음),0.1433,0.181,0.3123,0.094
gaze_0_z,mean,ND_vs_CD_vs_ED_vs_MD,5.7215,0.007614327920256386,기각 (차이 있음),-0.9589,-0.9455,-0.9234,-0.973
gaze_1_x,mean,ND_vs_CD_vs_ED_vs_MD,0.5046,0.6844991930831142,기각하지 못함 (차이 없음),-0.031,-0.0225,-0.0588,-0.0483
gaze_1_y,mean,ND_vs_CD_vs_ED_vs_MD,12.8394,0.00018814630227895717,기각 (차이 있음),0.1606,0.1815,0.335,0.1036
gaze_1_z,mean,ND_vs_CD_vs_ED_vs_MD,9.8261,0.000535660245086871,기각 (차이 있음),-0.9691,-0.9588,-0.9348,-0.9785
gaze_angle_x,mean,ND_vs_CD_vs_ED_vs_MD,0.7981,0.5123338031854077,기각하지 못함 (차이 없음),0.0751,0.0729,0.0697,0.0369
gaze_angle_y,mean,ND_vs_CD_vs_ED_vs_MD,12.6621,0.00019073436701085744,기각 (차이 있음),0.1564,0.1885,0.3353,0.1003
gaze_vel,mean,ND_vs_CD_vs_ED_vs_MD,0.7791,0.5239950982100259,기각하지 못함 (차이 없음),22.5204,22.6136,24.1202,26.9415
gaze_amp,mean,ND_vs_CD_vs_ED_vs_MD,0.519,0.6756916785507823,기각하지 못함 (차이 없음),0.838,0.8434,0.892,0.9752
gaze_acc,mean,ND_vs_CD_vs_ED_vs_MD,0.9188,0.45610287743518396,기각하지 못함 (차이 없음),0.0655,0.3545,0.2207,0.1618
