Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,mean,ND_vs_CD_vs_ED_vs_MD,2.8091,0.08551713484423049,기각하지 못함 (차이 없음),0.1444,0.3694,0.3853,0.3016
AU02_r,mean,ND_vs_CD_vs_ED_vs_MD,1.944,0.17241675039342594,기각하지 못함 (차이 없음),0.0802,0.213,0.0784,0.1602
AU04_r,mean,ND_vs_CD_vs_ED_vs_MD,2.9779,0.0642595927280531,기각하지 못함 (차이 없음),0.768,0.6402,0.1352,0.7939
AU05_r,mean,ND_vs_CD_vs_ED_vs_MD,0.7656,0.5339309140605198,기각하지 못함 (차이 없음),0.0524,0.0685,0.0611,0.0944
AU06_r,mean,ND_vs_CD_vs_ED_vs_MD,0.6988,0.5665721593290651,기각하지 못함 (차이 없음),0.6923,0.8372,0.4972,0.7037
AU07_r,mean,ND_vs_CD_vs_ED_vs_MD,0.7234,0.5532102065075102,기각하지 못함 (차이 없음),0.5279,0.866,0.4209,0.4711
AU09_r,mean,ND_vs_CD_vs_ED_vs_MD,2.6426,0.0836978843913508,기각하지 못함 (차이 없음),0.0708,0.1333,0.0572,0.0996
AU10_r,mean,ND_vs_CD_vs_ED_vs_MD,1.9577,0.16456060755272056,기각하지 못함 (차이 없음),0.5859,0.8501,0.4741,1.1322
AU12_r,mean,ND_vs_CD_vs_ED_vs_MD,3.1984,0.05064312840160327,기각하지 못함 (차이 없음),0.1049,0.3285,0.0938,0.2637
AU14_r,mean,ND_vs_CD_vs_ED_vs_MD,1.2555,0.3226956667235053,기각하지 못함 (차이 없음),0.7109,1.0945,0.5578,0.8164
AU15_r,mean,ND_vs_CD_vs_ED_vs_MD,1.3554,0.2982138874591917,기각하지 못함 (차이 없음),0.1311,0.0953,0.1726,0.1506
AU17_r,mean,ND_vs_CD_vs_ED_vs_MD,0.7755,0.5260078436854807,기각하지 못함 (차이 없음),0.2735,0.2777,0.3426,0.3455
AU20_r,mean,ND_vs_CD_vs_ED_vs_MD,0.6216,0.6118144480615579,기각하지 못함 (차이 없음),0.119,0.0777,0.0945,0.0977
AU23_r,mean,ND_vs_CD_vs_ED_vs_MD,0.3107,0.8173605156084871,기각하지 못함 (차이 없음),0.1193,0.1488,0.1334,0.1525
AU25_r,mean,ND_vs_CD_vs_ED_vs_MD,6.306,0.00812819828841797,기각 (차이 있음),0.2564,0.6957,0.4978,0.6841
AU26_r,mean,ND_vs_CD_vs_ED_vs_MD,3.9139,0.031842380210897865,기각 (차이 있음),0.2875,0.5017,0.3796,0.5094
AU45_r,mean,ND_vs_CD_vs_ED_vs_MD,2.7485,0.0832780211502744,기각하지 못함 (차이 없음),0.1625,0.2846,0.5888,0.2005
pose_Tx,mean,ND_vs_CD_vs_ED_vs_MD,1.6129,0.22523996694072695,기각하지 못함 (차이 없음),-50.148,-36.3784,-37.4794,-30.6151
pose_Ty,mean,ND_vs_CD_vs_ED_vs_MD,0.352,0.7883147275677264,기각하지 못함 (차이 없음),18.7227,22.3823,27.3779,28.5164
pose_Tz,mean,ND_vs_CD_vs_ED_vs_MD,0.0969,0.9605613144785649,기각하지 못함 (차이 없음),273.676,270.0023,273.5059,272.0097
