A,B,mean_A,mean_B,diff,se,T,df,pval,hedges,Feature,Metric
CD_ED,MD,0.08347330334266276,0.34332988773699746,-0.2598565843943347,0.087970728836375,-2.953898277660815,12.351296246740132,0.02938574044772646,-1.1404187721013967,AU12_r,mean
CD_ED,ND,0.08347330334266276,0.10820178343284653,-0.024728480090183774,0.055018166418494004,-0.4494602728503772,20.74238397289531,0.8951788215709799,-0.15373427049166738,AU12_r,mean
MD,ND,0.34332988773699746,0.10820178343284653,0.23512810430415093,0.0952150039120728,2.46944383388654,16.165899845956893,0.06151288530204735,1.012033772685451,AU12_r,mean
CD_ED,MD,0.40216945432099305,0.94934021025501,-0.547170755934017,0.22654422945449249,-2.415293284016007,16.96916919323626,0.06685873850126944,-1.0089152807825819,AU14_r,mean
CD_ED,ND,0.40216945432099305,0.9258602508221828,-0.5236907965011898,0.19948284873717947,-2.625242219150165,18.566333589242657,0.04257942627393185,-1.0078001341471905,AU14_r,mean
MD,ND,0.94934021025501,0.9258602508221828,0.023479959432827213,0.22583965578335646,0.10396738939130812,20.714201871709268,0.9940601398295577,0.040449622549757445,AU14_r,mean
CD_ED,MD,0.6398199792914403,0.6077658372712794,0.03205414202016088,0.1540395310346778,0.20809036358949162,12.696317754224749,0.9764554646143673,0.09639120785791903,AU25_r,mean
CD_ED,ND,0.6398199792914403,0.26867293348979565,0.37114704580164465,0.13368774304422734,2.7762234394132874,8.11910631132482,0.05566683017350271,1.4955578546445565,AU25_r,mean
MD,ND,0.6077658372712794,0.26867293348979565,0.33909290378148377,0.09198759673840437,3.686289410797425,13.648556063143987,0.006701565423080202,1.5617557706121679,AU25_r,mean
CD_ED,MD,73.47440268796217,68.33066765968451,5.143735028277661,2.5008764694640755,2.056772931843345,14.359229259455448,0.13442580471109755,0.8134742451173347,Speed,mean
CD_ED,ND,73.47440268796217,69.31277404852567,4.1616286394365005,1.25825259302794,3.3074667697856195,10.767221459588457,0.018093198665550703,1.5582421525177308,Speed,mean
MD,ND,68.33066765968451,69.31277404852567,-0.9821063888411601,2.3080246265270206,-0.4255181584951179,11.320065036610787,0.9058211788464294,-0.1873131331098645,Speed,mean
CD_ED,MD,4.7870406611076515,26.73138869615185,-21.9443480350442,7.327448794915324,-2.994814245617364,11.280196330910192,0.02955225610415002,-1.141929079000574,Brake,mean
CD_ED,ND,4.7870406611076515,16.027007735032033,-11.239967073924381,4.063680050693679,-2.7659576870491303,19.430169850390346,0.031137920226969706,-0.9123784617697002,Brake,mean
MD,ND,26.73138869615185,16.027007735032033,10.704380961119817,7.976301560483234,1.3420231018035012,15.188318268078817,0.3945795350791882,0.5567447500737343,Brake,mean
CD_ED,MD,27.351554351353414,27.266804932116713,0.08474941923670087,3.2640527642927895,0.025964475869942997,15.983955730252852,0.9996283977153905,0.011357811589285583,gaze_vel,mean
CD_ED,ND,27.351554351353414,18.356281579398512,8.995272771954902,3.0236827304398526,2.9749393616592728,15.202875462436134,0.023897769102072974,1.2315624601980133,gaze_vel,mean
MD,ND,27.266804932116713,18.356281579398512,8.9105233527182,2.894615568928283,3.078309758424079,21.354519263145345,0.014907772950978226,1.1885600953761015,gaze_vel,mean
CD_ED,MD,1.0159708303435817,1.0031516004551742,0.012819229888407557,0.11721645961660014,0.10936373552261856,16.27166523042631,0.9934304036347137,0.047524796234556806,gaze_amp,mean
CD_ED,ND,1.0159708303435817,0.6802142968146326,0.3357565335289491,0.11119532247553825,3.0195203004408016,16.679039975485374,0.02033816641804398,1.2088855097398299,gaze_amp,mean
MD,ND,1.0031516004551742,0.6802142968146326,0.3229373036405415,0.10921444844249781,2.95691008145841,22.185699294187057,0.019067391448718052,1.1295790591412387,gaze_amp,mean
